0,1,2
no ramesh have to understand if they both will earn there will be no insuffici of anyth,woman role be take care of her home and famili,1
she like to wear cloth as per her like she can do as she like,girl who wear western and reveal cloth invit harass,1
,take care of children be a girl respons,0
i disagre with ramesh priyanka should open a parlour she should explain to ramesh s the hous belong to both of them,woman role be take care of her home and famili,2
no she should go for a programm and her brother should protect her,girl should not go out at night or the safest way to protect girl be by them stay at home,1
they can talk and resolv and if he make heer understand she will listen,affair it be alright for a man to beat hi wife if she be unfaith,1
no sinc priya brother could accompani her for safeti,girl should not go out at night or the safest way to protect girl be by them stay at home,1
no becaus girl have right to educ,both girl and boy have equal right to educ and both be respons for household chore,2
no she have a right to work,woman role be take care of her home and famili,1
ye if girl go out peopl will teas them,girl should not go out at night or the safest way to protect girl be by them stay at home,0
,take care of children be a girl respons,0
ye becaus it girl game he should not behav like girl,boy should not play with doll,0
i disagre with samir becaus they leav hous and go to the villag then hous not work properli,woman should toler violenc to keep her famili togeth,0
ye do household chore,man role be to provid for hi famili while a woman job be to look after her famili,0
ganesh should not remain quiet and he should explain to the friend do not teas the girl it be wrong,one should take action when boy teas girl,2
